PropertyID,PropType,nbhd,Style,Extwall,Stories,Year_Built,Rooms,FinishedSqft,Units,Bdrms,Fbath,Hbath,Sale_price,RICH
235527,Residential,4380,Ranch,Aluminum/Vinyl,1,1955,5,1002,1,3,1,0,250000,NO
235627,Residential,4310,Ranch,Brick,1,1955,5,1150,1,3,2,0,250000,NO
235775,Residential,4310,Cape Cod,Brick,1,1953,12,1389,1,7,1,1,250000,NO
239784,Residential,4520,Dplx Bungalow,Aluminum/Vinyl,1,1926,10,1911,2,5,2,0,250000,NO
240653,Residential,4580,Cape Cod,Aluminum/Vinyl,1.5,1953,6,1441,1,4,2,0,250000,NO
241916,Residential,4580,Ranch,Aluminum/Vinyl,1,1942,4,826,1,2,1,1,250000,NO
242562,Residential,4610,Milwaukee Bungalow,Aluminum/Vinyl,1.5,1926,6,899,1,2,1,0,250000,NO
243761,Residential,4620,Milwaukee Bungalow,Aluminum/Vinyl,1,1927,12,1519,1,6,1,0,250000,NO
243983,Residential,4620,Ranch,Aluminum/Vinyl,1,1950,5,912,1,3,1,1,250000,NO
244059,Residential,4620,Colonial,Aluminum/Vinyl,2,1937,5,1152,1,2,1,1,250000,NO
244068,Residential,4620,Colonial,Aluminum/Vinyl,2,1940,5,1144,1,2,2,0,250000,NO
244363,Residential,4620,Colonial,Brick,2,1936,6,1400,1,3,1,1,250000,NO
244804,Residential,4620,Res O/S A & 1/2,Aluminum/Vinyl,1.5,1924,7,1480,1,3,1,0,250000,NO
245146,Lg Apartment,6861,AP1 (Conventional Apt with 4-6 Units),Brick,2,1952,NULL,2556,4,NULL,0,0,250000,NO
246220,Residential,4520,Duplex N/S,Aluminum/Vinyl,1.5,1950,8,1991,2,3,2,0,250000,NO
246391,Residential,4520,Cape Cod,Brick,1,1947,6,1238,1,3,2,0,250000,NO
247369,Residential,4420,Duplex N/S,Aluminum/Vinyl,2,1954,10,1728,2,6,2,0,250000,NO
248108,Residential,4420,Ranch,Brick,1,1960,10,1135,1,6,1,1,250000,NO
248395,Residential,4330,Ranch,Brick,1,1956,5,934,1,3,1,1,250000,NO
248464,Residential,4330,Ranch,Brick,1,1958,10,1188,1,6,1,0,250000,NO
248774,Residential,4330,Ranch,Aluminum/Vinyl,1,1962,7,1445,1,3,1,1,250000,NO
250201,Residential,4340,Ranch,Aluminum/Vinyl,1,1971,6,1156,1,4,1,1,250000,NO
250417,Residential,4350,Ranch,Aluminum/Vinyl,1,1963,5,1027,1,3,1,1,250000,NO
251093,Residential,4420,Ranch,Aluminum/Vinyl,1,1955,5,1012,1,3,1,1,250000,NO
252536,Residential,4700,Milwaukee Bungalow,Aluminum/Vinyl,1.5,1927,12,1088,1,6,2,0,250000,NO
252936,Residential,4700,Ranch,Brick,1,1956,10,1082,1,6,1,0,250000,NO
253004,Residential,4700,Cape Cod,Masonry/Frame,1.5,1958,5,1169,1,3,2,0,250000,NO
253315,Residential,4700,Ranch,Aluminum/Vinyl,1,1954,5,976,1,3,2,0,250000,NO
253334,Residential,4700,Cape Cod,Aluminum/Vinyl,1.5,1952,6,1383,1,4,2,0,250000,NO
253786,Residential,4620,Duplex O/S,Aluminum/Vinyl,1,1923,9,2314,2,4,3,0,250000,NO
254153,Residential,4720,Cape Cod,Brick,1.5,1950,5,1148,1,3,1,0,250000,NO
255365,Residential,4660,Cape Cod,Aluminum/Vinyl,1,1958,7,1464,1,5,2,0,250000,NO
257634,Residential,4780,Colonial,Masonry/Frame,2,1965,6,1647,1,4,1,1,250000,NO
258146,Residential,4840,Ranch,Aluminum/Vinyl,1,1960,5,950,1,3,1,0,250000,NO
259096,Residential,4800,Ranch,Aluminum/Vinyl,1,1968,6,1176,1,3,1,1,250000,NO
259118,Residential,4800,Ranch,Aluminum/Vinyl,1,1964,7,1525,1,3,1,1,250000,NO
259163,Residential,4800,Ranch,Aluminum/Vinyl,1,1961,5,1062,1,3,1,0,250000,NO
259560,Residential,4920,Ranch,Aluminum/Vinyl,1,1984,10,1351,1,6,1,1,250000,NO
259736,Residential,4920,Ranch,Aluminum/Vinyl,1,1960,5,903,1,3,2,0,250000,NO
259749,Residential,4920,Ranch,Aluminum/Vinyl,1,1962,5,998,1,3,1,1,250000,NO
259822,Residential,4920,Ranch,Aluminum/Vinyl,1,1965,12,1233,1,6,1,1,250000,NO
260312,Residential,4920,Ranch,Aluminum/Vinyl,1,1960,5,965,1,3,2,0,250000,NO
123353,Residential,1340,Duplex O/S,Block,1.5,1940,10,2122,2,4,2,0,249900,NO
140720,Residential,1470,Ranch,Aluminum/Vinyl,1,1955,5,948,1,3,2,0,249900,NO
141021,Residential,1470,Ranch,Brick,1,1956,5,1117,1,3,2,1,249900,NO
164367,Residential,2080,Colonial,Brick,2,1937,6,1263,1,3,1,1,249900,NO
176364,Residential,2920,Res O/S A & 1/2,Aluminum/Vinyl,1,1899,13,1473,1,7,2,0,249900,NO
186853,Residential,3000,Colonial,Aluminum/Vinyl,2,1997,5,1672,1,3,2,0,249900,NO
209142,Residential,4040,Multiple Residential Bldgs,Asphalt/Other,1.5,1888,17,3716,4,6,4,0,249900,NO
251123,Residential,4420,Duplex N/S,Aluminum/Vinyl,2,1954,10,1824,2,6,2,0,249900,NO
256095,Residential,4660,Cape Cod,Brick,1,1959,4,1227,1,3,1,0,249900,NO
259693,Residential,4860,Ranch,Aluminum/Vinyl,1,1964,10,1157,1,6,1,1,249900,NO
198212,Residential,3040,Res O/S 2sty +,Brick,2,1915,11,3110,1,5,2,1,249500,NO
250216,Residential,4340,Ranch,Brick,1,1972,10,1200,1,6,1,1,249300,NO
104700,Residential,440,Ranch,Aluminum/Vinyl,1,1969,6,1325,1,3,1,1,249000,NO
146060,Residential,1830,Dplx Bungalow,Stone,2,1944,8,1994,2,4,2,0,249000,NO
152085,Residential,3320,Dplx Bungalow,Aluminum/Vinyl,1.5,1927,9,1737,2,4,3,0,249000,NO
186901,Residential,3000,Colonial,Aluminum/Vinyl,2,2001,8,1818,1,7,2,1,249000,NO
196059,Commercial,6254,Service Building,Brick,1,1916,NULL,5246,2,NULL,0,0,249000,NO
231893,Residential,4320,Dplx Bungalow,Wood,1.5,1917,8,1896,2,4,2,0,249000,NO
247787,Residential,4420,Colonial,Aluminum/Vinyl,2,2004,5,1400,1,3,2,1,249000,NO
235578,Residential,4310,Ranch,Brick,1,1954,5,926,1,3,1,0,248450,NO
162490,Residential,2120,Ranch,Stone,1,1952,6,1731,1,3,1,0,248400,NO
103822,Residential,360,Ranch,Aluminum/Vinyl,1,1957,5,1071,1,3,1,0,248000,NO
128037,Residential,1400,Duplex N/S,Aluminum/Vinyl,2,1967,10,1988,2,6,2,0,248000,NO
182218,Residential,1890,Milwaukee Bungalow,Aluminum/Vinyl,1,1924,6,1185,1,3,1,0,248000,NO
203052,Residential,2700,Duplex O/S,Aluminum/Vinyl,2,1910,8,1756,2,3,2,0,248000,NO
234283,Residential,4350,Ranch,Brick,1,1957,5,1264,1,3,1,1,248000,NO
238953,Residential,4520,Duplex N/S,Brick,1.5,1947,9,2063,2,3,3,0,248000,NO
239404,Residential,4520,Duplex N/S,Brick,1.5,1952,7,1941,2,3,2,0,248000,NO
245153,Residential,4700,Cape Cod,Stucco,1,1950,6,1058,1,3,2,0,248000,NO
177084,Residential,2920,Multiple Residential Bldgs,Wood,2,1890,20,4792,4,10,4,0,247900,NO
174799,Residential,3170,Duplex O/S,Aluminum/Vinyl,2,1904,9,2322,2,5,3,0,247800,NO
258265,Residential,4840,Ranch,Wood,1,1958,6,1393,1,3,1,1,247600,NO
111507,Residential,780,Townhouse,Aluminum/Vinyl,2,1976,24,2896,2,12,2,2,247500,NO
186854,Residential,3000,Colonial,Aluminum/Vinyl,2,1999,5,1914,1,3,2,0,247500,NO
246536,Residential,4360,Duplex N/S,Aluminum/Vinyl,2,1954,8,1536,2,4,2,0,247500,NO
137189,Residential,1620,Res O/S 2sty +,Brick,2,1928,6,1622,1,3,1,1,247000,NO
211474,Lg Apartment,6790,AP1 (Conventional Apt with 4-6 Units),Fiber Cement/Hardiplank,2,1908,NULL,2972,4,NULL,0,0,247000,NO
228484,Residential,4500,Milwaukee Bungalow,Aluminum/Vinyl,1.5,1920,7,1334,1,4,1,0,247000,NO
204357,Residential,2760,Cape Cod,Brick,1,1941,12,1569,1,6,1,1,246900,NO
102695,Residential,440,Colonial,Aluminum/Vinyl,2,1975,12,1634,1,6,1,1,246000,NO
142245,Residential,2100,Ranch,Brick,1,1954,5,1160,1,2,1,1,246000,NO
162124,Residential,2120,Cape Cod,Aluminum/Vinyl,1,1952,5,1145,1,3,2,0,246000,NO
162766,Residential,2080,Ranch,Brick,1,1952,5,1009,1,3,1,0,246000,NO
173614,Residential,3160,Duplex O/S,Asphalt/Other,2,1908,15,2926,2,7,3,0,246000,NO
174422,Condominium,5590,Low Rise 1-3 Stories,,2,1897,5,1372,1,2,2,0,246000,NO
247771,Residential,4420,Ranch,Brick,1,1960,5,1378,1,3,1,1,246000,NO
258332,Residential,4840,Ranch,Aluminum/Vinyl,1,1958,5,1056,1,3,1,0,246000,NO
191673,Condominium,5921,High Rise > 12 Stories,,1,1990,3,745,1,1,1,0,245500,NO
252246,Residential,4700,Milwaukee Bungalow,Stucco,1,1920,8,1451,1,4,1,0,245500,NO
256192,Residential,4800,Ranch,Aluminum/Vinyl,1,1960,5,1085,1,3,1,1,245200,NO
102345,Residential,240,Ranch,Aluminum/Vinyl,1,1972,5,1140,1,3,1,1,245000,NO
103665,Residential,360,Split Level,Aluminum/Vinyl,1,1958,6,1412,1,4,2,0,245000,NO
104767,Residential,440,Ranch,Aluminum/Vinyl,1,1976,7,1528,1,3,1,1,245000,NO
105537,Residential,440,Ranch,Brick,1,1969,6,1450,1,2,1,1,245000,NO
108238,Lg Apartment,6612,AP1 (Conventional Apt with 4-6 Units),Brick,2,1960,NULL,3094,4,NULL,0,0,245000,NO
128546,Residential,1040,Duplex N/S,Wood,1,1970,12,2556,2,6,4,0,245000,NO
137242,Residential,1620,Milwaukee Bungalow,Brick,1,1928,8,1687,1,4,3,0,245000,NO
142730,Residential,2100,Cape Cod,Brick,1,1953,5,1065,1,3,1,0,245000,NO
143346,Residential,2040,Cape Cod,Brick,1,1946,6,1270,1,3,2,0,245000,NO
159378,Residential,1840,Tudor,Stone,1,1936,7,2215,1,5,2,0,245000,NO
160039,Residential,1850,Tudor,Brick,2,1931,7,1818,1,3,1,1,245000,NO
161642,Residential,2100,Duplex N/S,Brick,2,1956,8,2160,2,4,2,0,245000,NO
163307,Residential,2080,Cape Cod,Aluminum/Vinyl,1,1940,6,1363,1,3,1,0,245000,NO
165441,Residential,1870,Cape Cod,Brick,1,1945,7,1591,1,2,1,0,245000,NO
172466,Residential,2880,Res O/S A & 1/2,Asphalt/Other,1,1908,7,1413,1,2,2,0,245000,NO
175695,Residential,3330,Cottage,Fiber Cement/Hardiplank,1,1900,5,1020,1,1,2,0,245000,NO
180689,Residential,2500,Res O/S A & 1/2,Stucco,1.5,1919,10,2471,1,5,2,0,245000,NO
184258,Lg Apartment,6700,AP2 (Conventional Apt with 7-11 Units),Brick,2,1928,NULL,5398,8,NULL,0,0,245000,NO
188059,Residential,2910,Cottage,Wood,1,1880,4,1120,1,1,2,0,245000,NO
188150,Residential,2970,Dplx Bungalow,Brick,2,1929,10,2112,2,4,2,0,245000,NO
189016,Condominium,5958,Mid Rise 4-12 Stories,,2,2001,6,1250,1,2,1,1,245000,NO
190311,Condominium,5855,Mid Rise 4-12 Stories,,1,2005,6,910,1,2,1,0,245000,NO
199532,Condominium,5995,Mid Rise 4-12 Stories,,1,1897,5,1295,1,1,1,0,245000,NO
203055,Residential,2700,Milwaukee Bungalow,Wood,1,1920,8,1448,1,3,1,0,245000,NO
203751,Residential,2710,Dplx Bungalow,Stucco,1.5,1927,10,1725,2,3,2,0,245000,NO
205326,Residential,2720,Cape Cod,Aluminum/Vinyl,1,1942,5,1121,1,3,1,1,245000,NO
211121,Residential,4060,Duplex O/S,Aluminum/Vinyl,2,1914,12,2753,2,6,2,0,245000,NO
221505,Residential,4240,Duplex N/S,Aluminum/Vinyl,2,1954,8,1924,2,4,2,0,245000,NO
226666,Residential,4910,Cottage,Aluminum/Vinyl,1,1890,14,1256,1,8,1,1,245000,NO
229391,Residential,4910,Res O/S A & 1/2,Aluminum/Vinyl,1,1915,12,1165,1,8,2,1,245000,NO
234408,Residential,4340,Ranch,Brick,1,1961,5,1290,1,3,2,0,245000,NO
235487,Residential,4380,Ranch,Aluminum/Vinyl,1,1954,5,972,1,3,1,0,245000,NO
235570,Residential,4310,Ranch,Brick,1,1955,5,1315,1,3,1,2,245000,NO
237998,Residential,4400,Cape Cod,Brick,1,1930,6,1159,1,3,1,0,245000,NO
239807,Residential,4520,Dplx Bungalow,Brick,1.5,1923,10,2115,2,4,2,0,245000,NO
239870,Residential,4520,Res O/S A & 1/2,Aluminum/Vinyl,1.5,1900,15,1562,1,7,2,0,245000,NO
240242,Residential,4520,Dplx Bungalow,Brick,1.5,1927,10,1916,2,4,2,0,245000,NO
241844,Residential,4580,Ranch,Aluminum/Vinyl,1,1948,4,826,1,2,1,0,245000,NO
242382,Residential,4600,Duplex O/S,Aluminum/Vinyl,1.5,1912,15,1631,2,6,2,0,245000,NO
242581,Residential,4610,Colonial,Aluminum/Vinyl,2,1954,4,1078,1,2,1,0,245000,NO
244792,Residential,4620,Dplx Bungalow,Asphalt/Other,1.5,1924,9,1466,2,4,2,0,245000,NO
247941,Residential,4420,Ranch,Brick,1,1956,5,1150,1,3,1,0,245000,NO
248361,Residential,4330,Ranch,Brick,1,1959,10,1131,1,6,1,1,245000,NO
248453,Residential,4330,Colonial,Aluminum/Vinyl,2,1958,12,1629,1,6,1,1,245000,NO
248674,Residential,4330,Cape Cod,Brick,1.5,1959,6,1891,1,4,1,1,245000,NO
249429,Residential,4340,Ranch,Wood,1,1958,5,1085,1,3,1,0,245000,NO
250113,Residential,4340,Ranch,Aluminum/Vinyl,1,1966,5,1174,1,3,1,1,245000,NO
254003,Residential,4720,Cape Cod,Brick,1,1955,5,946,1,3,2,0,245000,NO
254012,Residential,4720,Ranch,Brick,1,1955,5,1155,1,3,1,0,245000,NO
254043,Residential,4720,Ranch,Brick,1,1956,10,1218,1,6,1,0,245000,NO
254475,Residential,4720,Ranch,Brick,1,1962,6,1347,1,3,1,1,245000,NO
254647,Residential,4740,Ranch,Brick,1,1953,5,1186,1,3,1,0,245000,NO
255838,Residential,4660,Colonial,Masonry/Frame,2,1964,16,1896,1,8,1,1,245000,NO
256376,Residential,4800,Ranch,Brick,1,1969,5,1202,1,3,1,1,245000,NO
259215,Residential,4800,Ranch,Aluminum/Vinyl,1,1969,5,1254,1,3,1,1,245000,NO
259902,Residential,4860,Ranch,Aluminum/Vinyl,1,1967,4,1143,1,2,1,1,245000,NO
260216,Residential,4860,Cottage,Aluminum/Vinyl,1,1928,10,945,1,6,1,0,245000,NO
260324,Residential,4920,Ranch,Aluminum/Vinyl,1,1960,10,1057,1,6,1,1,245000,NO
235155,Residential,4340,Ranch,Brick,1,1958,5,1114,1,3,1,0,244900,NO
141648,Residential,1460,Duplex N/S,Brick,2,1957,10,2328,2,4,2,0,244000,NO
204299,Residential,2760,Ranch,Aluminum/Vinyl,1,1952,5,936,1,3,1,1,244000,NO
229408,Residential,4910,Milwaukee Bungalow,Aluminum/Vinyl,1,1925,12,1528,1,6,1,0,244000,NO
246413,Residential,4360,Duplex N/S,Aluminum/Vinyl,2,1957,8,1940,2,4,2,0,244000,NO
141921,Residential,1460,Duplex N/S,Aluminum/Vinyl,2,1957,10,2076,2,6,2,0,243000,NO
153215,Residential,3320,Dplx Bungalow,Asphalt/Other,2,1922,11,2528,2,5,2,0,243000,NO
200497,Condominium,5390,Mid Rise 4-12 Stories,,1,1893,8,1012,1,4,2,0,243000,NO
226884,Residential,4910,Cape Cod,Aluminum/Vinyl,1,1950,6,1035,1,5,2,0,243000,NO
255810,Residential,4660,Ranch,Brick,1,1963,5,1115,1,3,1,1,243000,NO
199980,Condominium,5990,High Rise > 12 Stories,,1,1968,3,819,1,1,1,1,242500,NO
254276,Residential,4720,Cape Cod,Brick,1.5,1945,5,922,1,3,1,0,242500,NO
153055,Residential,3320,Milwaukee Bungalow,Aluminum/Vinyl,1,1926,5,1368,1,3,2,0,242000,NO
161833,Residential,2100,Cape Cod,Aluminum/Vinyl,1.5,1950,6,1437,1,3,1,1,242000,NO
172940,Residential,3150,Duplex O/S,Aluminum/Vinyl,2,1905,10,1890,2,4,2,0,242000,NO
227182,Residential,4540,Res O/S A & 1/2,Aluminum/Vinyl,1.5,1896,9,1330,1,2,2,0,242000,NO
227333,Condominium,5293,High Rise > 12 Stories,,1,1965,4,1174,1,2,1,0,242000,NO
229164,Residential,4500,Dplx Bungalow,Brick,1.5,1925,9,1854,2,3,2,0,242000,NO
232505,Residential,4240,Cape Cod,Aluminum/Vinyl,1,1955,18,1181,1,9,2,0,242000,NO
248075,Residential,4420,Ranch,Brick,1,1960,14,1225,1,6,1,1,242000,NO
255817,Residential,4660,Ranch,Brick,1,1965,5,1115,1,3,1,1,242000,NO
236734,Residential,4420,Ranch,Aluminum/Vinyl,1,1954,5,941,1,3,2,0,241400,NO
184135,Residential,2540,Dplx Bungalow,Aluminum/Vinyl,2,1912,20,3685,2,14,3,0,241000,NO
204271,Residential,2760,Cape Cod,Aluminum/Vinyl,1.5,1952,5,1441,1,3,2,0,241000,NO
232246,Lg Apartment,6830,AP1 (Conventional Apt with 4-6 Units),Fiber Cement/Hardiplank,2,1890,NULL,2866,4,NULL,0,0,241000,NO
240848,Residential,4580,Res O/S A & 1/2,Aluminum/Vinyl,1,1919,5,912,1,2,1,0,241000,NO
248604,Residential,4330,Ranch,Masonry/Frame,1,1959,5,1140,1,3,1,0,241000,NO
253619,Residential,4700,Duplex O/S,Aluminum/Vinyl,1.5,1912,8,1571,2,4,2,0,241000,NO
216916,Condominium,5306,Low Rise 1-3 Stories,,1,2005,4,1209,1,2,2,0,240900,NO
115337,Lg Apartment,6621,AP1 (Conventional Apt with 4-6 Units),Masonary Frame,2,1959,NULL,3398,4,NULL,0,0,240860,NO
120487,Lg Apartment,6672,AP1 (Conventional Apt with 4-6 Units),Brick,2,1956,NULL,3382,4,NULL,0,0,240860,NO
125725,Lg Apartment,6672,AP1 (Conventional Apt with 4-6 Units),Brick,2,1971,NULL,3154,4,NULL,0,0,240860,NO
133407,Lg Apartment,6670,AP1 (Conventional Apt with 4-6 Units),Brick,2,1958,NULL,4256,4,NULL,0,0,240860,NO
133698,Lg Apartment,6672,AP1 (Conventional Apt with 4-6 Units),Brick,2,1958,NULL,3300,4,NULL,0,0,240860,NO
138872,Lg Apartment,6641,AP1 (Conventional Apt with 4-6 Units),Brick,1,1952,NULL,2646,4,NULL,0,0,240860,NO
140379,Lg Apartment,6673,AP1 (Conventional Apt with 4-6 Units),Masonary Frame,2,1958,NULL,2696,4,NULL,0,0,240860,NO
145439,Lg Apartment,6670,AP1 (Conventional Apt with 4-6 Units),Brick,2,1951,NULL,3060,4,NULL,0,0,240860,NO
158909,Residential,1840,Tudor,Stone,1,1936,7,1926,1,4,2,1,240700,NO
188798,Residential,3240,Duplex-Cottage,Brick,2,1890,9,1956,2,4,2,0,240500,NO
233576,Residential,4240,Colonial,Aluminum/Vinyl,2,1965,6,1202,1,3,1,2,240500,NO
234572,Residential,4340,Ranch,Brick,1,1960,12,1208,1,6,2,0,240500,NO
141780,Residential,1460,Ranch,Brick,1,1959,6,1221,1,3,1,1,240100,NO
101678,Residential,240,Ranch,Aluminum/Vinyl,1,1982,5,1077,1,3,1,1,240000,NO
102964,Residential,240,Ranch,Aluminum/Vinyl,1,1958,5,1039,1,3,1,1,240000,NO
104108,Residential,380,Ranch,Aluminum/Vinyl,1,1952,14,1120,1,8,2,0,240000,NO
111133,Residential,780,Ranch,Wood,1,1971,12,1212,1,8,1,1,240000,NO
116895,Residential,1020,Duplex N/S,Aluminum/Vinyl,2,1964,10,2024,2,6,2,0,240000,NO
116900,Residential,1020,Duplex N/S,Aluminum/Vinyl,1.5,1963,9,2147,2,5,2,1,240000,NO
137137,Residential,1620,Milwaukee Bungalow,Aluminum/Vinyl,1.5,1927,9,1856,1,3,2,0,240000,NO
142103,Residential,1460,Townhouse,Masonry/Frame,2,1979,10,2394,2,6,2,2,240000,NO
142817,Residential,2100,Triplex,Brick,2,1955,22,2600,3,10,3,1,240000,NO
143814,Residential,2040,Ranch,Brick,1,1957,5,1170,1,3,1,1,240000,NO
144339,Residential,2040,Colonial,Masonry/Frame,2,1952,6,1528,1,3,1,1,240000,NO
152842,Residential,2880,Triplex,Aluminum/Vinyl,2,1915,28,2248,3,12,3,0,240000,NO
159323,Residential,1840,Colonial,Brick,2,1932,6,1907,1,3,2,1,240000,NO
160407,Residential,2040,Cape Cod,Stone,1,1948,6,1494,1,3,1,1,240000,NO
160570,Residential,2100,Cape Cod,Aluminum/Vinyl,1,1952,5,1124,1,3,1,1,240000,NO
161301,Residential,2100,Cape Cod,Aluminum/Vinyl,1,1950,6,1164,1,4,2,0,240000,NO
162617,Residential,2080,Cape Cod,Aluminum/Vinyl,1,1948,10,1049,1,6,1,0,240000,NO
163437,Residential,2080,Colonial,Aluminum/Vinyl,2,1941,6,1486,1,3,1,1,240000,NO
163509,Residential,2080,Duplex N/S,Brick,2,1952,8,1876,2,4,2,0,240000,NO
163922,Residential,2080,Cape Cod,Wood,1,1950,6,1165,1,3,2,0,240000,NO
164645,Residential,1980,Duplex O/S,Brick,1.5,1938,9,1973,2,3,2,0,240000,NO
167135,Residential,2510,Res O/S A & 1/2,Brick,1.5,1925,10,2668,1,6,2,1,240000,NO
176081,Residential,2890,Duplex O/S,Aluminum/Vinyl,1.5,1885,8,1899,2,4,2,0,240000,NO
182231,Residential,1890,Colonial,Stone,2,1945,6,1706,1,3,1,1,240000,NO
182817,Residential,2120,Ranch,Aluminum/Vinyl,1,1952,12,1452,1,6,1,0,240000,NO
182913,Residential,2540,Milwaukee Bungalow,Stucco,1,1925,8,2040,1,4,1,1,240000,NO
187705,Residential,3000,Colonial,Aluminum/Vinyl,2,2005,8,1913,1,3,2,1,240000,NO
189249,Condominium,5964,Mid Rise 4-12 Stories,,1,2003,4,1110,1,1,1,0,240000,NO
189505,Condominium,5825,Mid Rise 4-12 Stories,,1,2010,3,804,1,1,1,0,240000,NO
194130,Residential,3040,Colonial,Aluminum/Vinyl,2,2007,8,2240,1,5,3,0,240000,NO
196258,Residential,2610,Dplx Bungalow,Aluminum/Vinyl,2,1921,10,2561,2,4,2,0,240000,NO
200166,Condominium,5987,Low Rise 1-3 Stories,,1,1983,5,975,1,2,2,0,240000,NO
203261,Residential,2700,Res O/S 2sty +,Aluminum/Vinyl,2,1917,10,1326,1,5,2,0,240000,NO
204184,Residential,2760,Cape Cod,Brick,1,1951,6,1386,1,3,1,1,240000,NO
205473,Residential,2720,Milwaukee Bungalow,Aluminum/Vinyl,1,1922,7,1189,1,3,2,0,240000,NO
208160,Commercial,6275,Tavern,Brick,2,1870,0,4532,10,3,0,0,240000,NO
220787,Residential,4000,Dplx Bungalow,Aluminum/Vinyl,2,1917,11,2314,2,5,3,0,240000,NO
226177,Residential,4910,Multiple Residential Bldgs,Aluminum/Vinyl,1.5,1900,12,2150,2,7,2,0,240000,NO
227681,Residential,4610,Res O/S A & 1/2,Aluminum/Vinyl,1.5,1893,6,1452,1,3,1,1,240000,NO
231626,Residential,4240,Ranch,Wood,1,1949,12,1282,1,6,2,0,240000,NO
232558,Residential,4240,Cape Cod,Brick,1,1942,5,1316,1,3,1,1,240000,NO
233460,Residential,4240,Ranch,Aluminum/Vinyl,1,1958,5,1060,1,3,1,1,240000,NO
233520,Residential,4240,Ranch,Brick,1,1959,6,1055,1,3,1,1,240000,NO
233827,Residential,4240,Cape Cod,Aluminum/Vinyl,1,1954,5,1461,1,3,1,0,240000,NO
233862,Residential,4240,Ranch,Aluminum/Vinyl,1,1955,5,876,1,3,2,0,240000,NO
234907,Residential,4340,Ranch,Brick,1,1964,5,1170,1,3,1,1,240000,NO
235478,Residential,4380,Ranch,Aluminum/Vinyl,1,1954,10,1002,1,6,2,0,240000,NO
235557,Residential,4310,Ranch,Aluminum/Vinyl,1,1955,5,984,1,3,2,0,240000,NO
235592,Residential,4310,Ranch,Brick,1,1956,5,1419,1,3,1,1,240000,NO
235946,Residential,4310,Ranch,Aluminum/Vinyl,1,1956,5,958,1,3,1,0,240000,NO
236087,Residential,4380,Ranch,Aluminum/Vinyl,1,1954,5,989,1,3,1,0,240000,NO
237417,Residential,4400,Res O/S 2sty +,Aluminum/Vinyl,2,1925,10,1268,1,4,1,1,240000,NO
237709,Residential,4410,Cape Cod,Brick,1.5,1952,7,1819,1,3,2,0,240000,NO
239396,Residential,4520,Duplex O/S,Brick,1.5,1941,9,2012,2,4,2,0,240000,NO
239881,Residential,4520,Duplex O/S,Aluminum/Vinyl,1,1916,8,1382,2,3,2,1,240000,NO
240222,Residential,4520,Colonial,Aluminum/Vinyl,2,1948,6,1635,1,3,3,0,240000,NO
240503,Residential,4520,Dplx Bungalow,Aluminum/Vinyl,1.5,1929,11,1990,2,5,2,0,240000,NO
246451,Residential,4360,Colonial,Aluminum/Vinyl,2,1953,7,1695,1,3,1,2,240000,NO
246813,Residential,4360,Cape Cod,Brick,1.5,1951,6,1290,1,4,2,0,240000,NO
246824,Residential,4360,Cape Cod,Aluminum/Vinyl,1,1952,10,1042,1,6,1,1,240000,NO
247991,Residential,4420,Ranch,Aluminum/Vinyl,1,1956,5,912,1,3,1,1,240000,NO
248021,Residential,4420,Ranch,Brick,1,1955,5,1088,1,3,2,0,240000,NO
249432,Residential,4340,Ranch,Brick,1,1958,5,1041,1,3,1,0,240000,NO
250400,Residential,4340,Ranch,Brick,1,1967,10,1177,1,6,1,1,240000,NO
252371,Residential,4700,Cape Cod,Aluminum/Vinyl,1.5,1949,5,914,1,3,1,0,240000,NO
253054,Residential,4700,Cape Cod,Stone,2,1939,5,1508,1,2,1,1,240000,NO
255321,Residential,4660,Duplex N/S,Aluminum/Vinyl,2,1957,9,1890,2,4,2,0,240000,NO
255425,Residential,4660,Ranch,Aluminum/Vinyl,1,1958,10,1198,1,6,1,1,240000,NO
259109,Residential,4800,Ranch,Brick,1,1965,5,1115,1,3,1,1,240000,NO
259211,Residential,4800,Colonial,Aluminum/Vinyl,2,1975,5,1344,1,3,1,1,240000,NO
260178,Residential,4860,Ranch,Aluminum/Vinyl,1,1949,7,2123,1,4,2,0,240000,NO
260559,Residential,4920,Ranch,Aluminum/Vinyl,1,1960,5,1060,1,3,1,1,240000,NO
182827,Residential,2120,Ranch,Brick,1,1952,6,1437,1,3,1,0,239900,NO
189491,Condominium,5825,Mid Rise 4-12 Stories,,1,2010,6,952,1,2,1,0,239900,NO
190268,Condominium,5855,Mid Rise 4-12 Stories,,1,2005,3,910,1,1,1,0,239900,NO
221653,Residential,4240,Duplex N/S,Brick,1.5,1955,9,1706,2,4,2,0,239900,NO
241253,Residential,4580,Cape Cod,Aluminum/Vinyl,1.5,1949,4,1120,1,2,1,0,239900,NO
248340,Residential,4330,Ranch,Brick,1,1958,5,1145,1,3,1,1,239900,NO
255905,Residential,4660,Ranch,Aluminum/Vinyl,1,1959,5,894,1,3,2,0,239900,NO
226860,Residential,4910,Res O/S A & 1/2,Aluminum/Vinyl,1,1925,5,971,1,2,1,0,239500,NO
99985,Residential,40,Townhouse,Aluminum/Vinyl,2,1979,24,2902,2,12,2,2,239000,NO
167600,Residential,2500,Colonial,Masonry/Frame,2,1922,9,3505,1,6,1,2,239000,NO
